74357,3898,4
65277,72791,3
74848,71020,4
39344,25125,4
48810,71162,4
9384,58223,4
47484,40345,3
8971,73386,4
33896,120,4
33484,53545,3
67621,70429,3
5755,78316,4
20215,3098,4
56654,16817,3
49678,41078,4
29317,44030,4
50860,20389,4
34226,54550,4
45363,27601,4
65194,49993,4
56138,6408,4
79384,72847,4
59332,24215,4
3468,37699,4
16833,74599,4
9080,40727,4
17156,45172,4
30466,37023,4
59300,37614,2
27906,39683,4
68486,44898,3
69638,20831,4
16637,77850,4
69154,24942,4
7375,2256,4
52789,9765,2
68137,57609,4
43411,46070,4
80368,27962,4
59330,73853,4
62894,16273,3
49199,10925,4
37581,44222,4
80815,80816,1
25113,44287,4
24699,11461,4
21595,33202,4
38484,61109,4
61480,50777,4
58737,59368,4
73636,11861,4
5461,14873,3
75072,50484,4
30535,2151,4
76465,57929,3
6971,65162,4
65147,74905,4
53723,9168,4
76634,71963,4
69460,37936,4
14287,52067,4
17857,60861,4
13429,52540,4
24865,76857,4
24482,20136,4
27265,45584,4
22649,25626,4
71210,74147,4
15622,68657,4
49602,63446,4
56783,7967,4
70666,65539,3
3492,20790,4
71919,22738,4
33098,1982,4
9520,65998,4
38287,22631,4
1726,58507,4
64789,33593,3
17981,59319,4
46152,6097,4
53964,34294,4
10491,12684,4
8281,31977,4
62862,55286,3
27522,42517,4
34971,24612,4
56005,13745,3
24733,27390,4
22702,17683,4
64017,58007,4
18470,11180,4
3044,11375,4
61037,74163,4
78264,50682,4
43229,10065,4
37419,58926,4
7115,68717,4
40573,26395,4
78343,32962,4
33869,52766,4
33768,33414,4
46463,50884,4
58003,22910,4
9565,812,4
48425,65971,3
5846,12546,4
73379,23936,4
24504,30742,4
24733,39327,4
1664,13699,4
58687,24947,4
46666,53673,4
24730,5069,4
14752,3842,3
49010,51833,4
47406,36616,4
29425,36557,4
25184,7640,4
34773,40408,4
41674,23381,4
54342,24106,4
57885,10039,4
58061,66788,4
67107,6062,3
7053,8260,4
20962,28065,4
2729,77495,3
3960,16466,4
10784,25675,3
80373,61229,4
66439,11795,4
44952,38355,4
17492,11094,4
28551,20719,3
73531,74680,4
25641,3569,4
40451,54720,4
50909,65238,4
2710,75850,4
61993,76656,3
24457,78048,3
19652,60004,4
62822,59499,4
9084,9188,3
55574,14947,4
21062,70671,4
4795,77270,3
22876,24033,4
46692,29589,4
22458,11107,4
47210,77968,4
52184,61568,3
51527,10696,4
4878,49900,4
75463,47312,3
28084,597,4
73857,48230,4
59018,20563,4
31192,17360,2
22276,20779,4
45062,47487,4
25763,12156,4
58295,30253,4
72865,10009,4
29936,34644,4
78894,26313,4
4310,59743,4
24015,56783,3
74834,75500,4
14792,77035,3
72990,3420,4
79602,24908,4
66928,9970,3
27384,74200,4
38281,60294,4
71306,2634,3
8048,10347,4
3857,28945,4
2730,44587,4
29936,1579,4
36030,22330,4
59975,72226,4
73904,50796,4
52257,21233,4
52998,14395,4
40623,6946,4
33689,71098,3
67562,29780,4
36472,73354,3
45106,19910,3
61480,38262,4
71282,55851,4
68737,35052,4
36125,9645,4
78118,58672,4
68907,12462,4
64830,73525,4
7216,3495,4
32581,57673,4
476,17004,4
37834,2552,4
33733,20651,4
67884,31448,4
6285,6490,4
39062,69065,4
38962,73332,3
65761,41278,4
37009,80304,4
39203,6673,4
9621,36391,4
5415,73025,4
9230,44604,4
27695,17248,4
4063,9008,4
16695,48617,4
7100,43749,4
57561,35104,4
606,63816,4
23044,25264,3
41024,27410,3
47266,2077,4
51701,24053,4
23303,51156,3
61515,2027,4
52188,17029,4
66484,51413,4
5952,37834,3
41674,7013,4
15523,77425,4
42414,1059,4
12487,18456,4
61993,33878,3
66629,66559,4
47206,14743,4
18552,24614,4
20801,110,4
68538,54152,3
46565,41736,4
70613,79135,4
6860,77970,3
49008,35539,4
52483,14015,4
80402,13693,4
36489,6519,4
21543,23584,4
45218,2659,3
15844,60333,4
19100,49038,2
22161,46769,4
68790,20763,4
6322,18736,4
55082,29161,4
36193,75884,4
61519,18669,4
17799,71619,4
49569,26368,4
14835,68438,4
16023,2547,4
3007,28839,4
62669,8728,4
74400,51799,4
46877,74881,4
59667,46287,3
31221,6773,4
39015,61414,4
74391,834,4
39645,80522,4
47141,73714,4
66815,17929,3
13866,42366,4
16390,33736,4
43552,16486,3
44179,48601,4
23422,9397,4
32391,10392,4
70364,11299,4
25008,52176,4
44261,6667,3
69136,34286,3
9683,56973,4
13825,32990,4
13391,58281,3
4037,24280,4
66576,42021,4
13344,3630,4
54343,36748,4
68803,30161,4
8460,49659,4
68935,30649,4
39036,76824,4
30466,22001,4
28921,55143,4
13391,17639,3
8338,52574,4
25922,19343,4
63954,49971,4
12805,53434,4
10304,27952,4
32052,26826,4
52237,39272,4
58564,47001,4
64412,50767,4
59215,6515,3
17768,21985,4
53583,21669,4
79865,15670,4
39645,27954,4
10087,17001,4
58831,2725,4
51654,57995,4
30301,64737,4
3787,62891,4
35270,15861,4
75738,34651,4
74350,41758,4
26524,4669,4
47755,21065,4
21624,61792,4
45208,44162,4
53545,69957,4
39015,42003,4
28921,64442,4
41516,7196,4
18198,34208,4
55820,65662,4
23569,46155,4
28201,58194,3
23303,69968,3
76601,43965,4
60561,73047,4
32578,5107,4
16915,73547,4
63483,7775,4
28270,15246,4
27600,35532,4
46842,48803,4
8526,36941,3
66886,54320,4
50925,48717,3
77726,31397,4
20732,54528,4
6534,21056,4
62797,5592,4
15527,29346,3
59219,60762,3
32903,77033,4
72706,39204,4
74162,16680,4
54034,18759,4
34174,4241,4
5754,36604,3
66313,53627,4
1021,48941,4
76262,29817,3
6440,66385,4
9080,35700,4
47369,11261,4
26615,22986,4
73672,607,3
36399,52071,4
30393,47346,4
30752,45612,4
80789,63898,3
23051,45787,4
70498,24333,4
11068,29480,4
18198,62342,4
7291,58132,4
6625,73740,4
17194,46533,4
19472,23205,4
10346,72637,4
52312,71525,4
12228,30162,4
77977,55606,3
18645,50130,4
18710,71081,4
39385,39485,4
12591,58009,4
46883,31780,3
56036,10476,4
42727,39154,4
48191,10842,4
21431,34910,4
9831,24122,4
46513,62909,4
21619,12218,4
3323,57774,4
42925,6655,4
44148,6684,4
1366,26610,4
21624,8589,4
14891,66757,3
5011,60005,4
73857,8207,4
27674,63894,4
26038,40472,4
40722,76769,4
51811,53237,4
17149,11595,4
9100,8415,4
36487,898,4
30013,76707,4
16521,19180,4
47263,43268,4
25565,58086,4
56525,78536,4
38916,64810,4
23403,15849,4
37802,59060,4
65858,22913,4
45775,71412,3
74796,23318,4
65828,51237,4
32710,67417,4
59497,71337,4
79371,39363,4
16536,49687,3
35346,46116,4
43733,20906,4
54310,30828,4
41511,74632,4
15223,75721,4
5096,25954,2
64755,76074,4
31220,17992,4
20374,26831,4
17709,26681,4
30358,22472,4
57411,35980,4
76728,46099,4
