1000,1000
10002,10002
1002,1002
10020,10020
10022,10022
10027,10027
10035,10035
10051,10051
10056,10056
1007,1007
10082,10082
10087,10087
10088,10088
1009,1009
10091,10091
10097,10097
10102,10102
10106,10106
10107,10107
10108,10108
10130,10130
10133,10133
10135,10135
10144,10144
10147,10147
10153,10153
1016,1016
10180,10180
10185,10185
10188,10188
10197,10197
10207,10207
1021,1021
10226,10226
10227,10227
10230,10230
10234,10234
10238,10238
10241,10241
1025,1025
1026,1026
10268,10268
10284,10284
10285,10285
1029,1029
103,103
10304,10304
10305,10305
10308,10308
10312,10312
10313,10313
1032,1032
10320,10320
10328,10328
10333,10333
10340,10340
10346,10346
10351,10351
10372,10372
10377,10377
10394,10394
1040,1040
10400,10400
10418,10418
1042,1042
10422,10422
10446,10446
10457,10457
10463,10463
10464,10464
10475,10475
10477,10477
10491,10491
10492,10492
10494,10494
10499,10499
10500,10500
10508,10508
10513,10513
10531,10531
10533,10533
1055,1055
10561,10561
10566,10566
10568,10568
10586,10586
10588,10588
10590,10590
10608,10608
10621,10621
10643,10643
10644,10644
10650,10650
10655,10655
10665,10665
10666,10666
10672,10672
10681,10681
10682,10682
107,107
10711,10711
10713,10713
10742,10742
10752,10752
10766,10766
1077,1077
10772,10772
10775,10775
10781,10781
1079,1079
10791,10791
10798,10798
108,108
10801,10801
10810,10810
10820,10820
10826,10826
10829,10829
10846,10846
10850,10850
10853,10853
10878,10878
10882,10882
10885,10885
10892,10892
10902,10902
10904,10904
10906,10906
10919,10919
10921,10921
10933,10933
10934,10934
10953,10953
10961,10961
10971,10971
10974,10974
10977,10977
10988,10988
10991,10991
10994,10994
11,11
1100,1100
11003,11003
11008,11008
11014,11014
11015,11015
11022,11022
11025,11025
11027,11027
11029,11029
11041,11041
11042,11042
11048,11048
1105,1105
11057,11057
11068,11068
11069,11069
11071,11071
11077,11077
11078,11078
11080,11080
1109,1109
11093,11093
11112,11112
11117,11117
11123,11123
11124,11124
11127,11127
11130,11130
11131,11131
11158,11158
11159,11159
11162,11162
11174,11174
11176,11176
11178,11178
11191,11191
11192,11192
11196,11196
11197,11197
112,112
11202,11202
11203,11203
11206,11206
11212,11212
11214,11214
1122,1122
11224,11224
11225,11225
11234,11234
11249,11249
11257,11257
11269,11269
11276,11276
11302,11302
11307,11307
1132,1132
11326,11326
11330,11330
11333,11333
11350,11350
11377,11377
11378,11378
11383,11383
1141,1141
11410,11410
11412,11412
11418,11418
11427,11427
11430,11430
11434,11434
11454,11454
11459,11459
11460,11460
11462,11462
11464,11464
11471,11471
11472,11472
11475,11475
