10137,10137
10434,10434
113,113
11875,11875
1376,1376
14516,14516
1518,1518
15378,15378
17214,17214
17266,17266
18544,18544
18879,18879
19100,19100
1916,1916
19759,19759
19921,19921
20276,20276
20902,20902
2116,2116
23788,23788
23963,23963
25172,25172
25601,25601
26000,26000
28110,28110
28411,28411
28435,28435
29050,29050
29302,29302
29473,29473
30963,30963
31192,31192
31765,31765
31932,31932
31943,31943
32714,32714
32935,32935
34041,34041
3430,3430
34592,34592
35999,35999
38391,38391
39099,39099
39315,39315
39588,39588
40460,40460
41325,41325
43604,43604
43649,43649
44515,44515
45477,45477
45571,45571
45772,45772
47129,47129
49246,49246
4926,4926
49463,49463
5096,5096
51396,51396
51685,51685
52524,52524
52789,52789
53015,53015
53329,53329
56096,56096
58615,58615
59128,59128
59300,59300
59609,59609
60418,60418
61315,61315
61316,61316
63121,63121
65007,65007
65694,65694
66489,66489
66528,66528
66580,66580
67092,67092
67522,67522
68561,68561
68926,68926
69072,69072
69156,69156
71222,71222
7254,7254
73809,73809
7460,7460
74604,74604
74639,74639
74991,74991
75080,75080
76829,76829
77401,77401
78989,78989
79667,79667
80078,80078
80816,80816
8791,8791
8986,8986
